"Date","Open","High","Low","Close","Volume","OpenInt"
12/26/2000,104.65620,104.65620,104.65620,104.65620,1,1
12/27/2000,104.09380,104.09380,104.09380,104.09380,0,1
12/28/2000,104.03120,104.03120,104.03120,104.03120,2,0
12/29/2000,103.87500,103.87500,103.87500,103.87500,0,0
01/02/2001,105.53120,105.53120,105.53120,105.53120,0,0
01/03/2001,103.62500,103.62500,103.62500,103.62500,0,0
01/04/2001,104.00000,104.00000,104.00000,104.00000,0,0
01/05/2001,104.46880,104.46880,104.46880,104.46880,0,0
01/08/2001,104.46880,104.46880,104.46880,104.46880,0,0
01/09/2001,104.25000,104.25000,104.25000,104.25000,0,0
01/10/2001,103.46880,103.46880,103.46880,103.46880,0,0
01/11/2001,102.65620,102.65620,102.65620,102.65620,0,0
01/12/2001,101.84380,101.84380,101.84380,101.84380,0,0
01/16/2001,102.12500,102.12500,102.12500,102.12500,0,0
01/17/2001,103.03120,103.03120,103.03120,103.03120,0,0
01/18/2001,103.71880,103.71880,103.71880,103.71880,0,0
01/19/2001,102.59380,102.59380,102.59380,102.59380,0,0
01/22/2001,102.06250,102.06250,102.06250,102.06250,0,0
01/23/2001,101.46880,101.46880,101.46880,101.46880,0,0
01/24/2001,101.31250,101.31250,101.31250,101.31250,0,0
01/25/2001,101.81250,101.81250,101.81250,101.81250,0,1
01/26/2001,101.62500,101.62500,101.62500,101.62500,0,0
01/29/2001,101.15620,101.15620,101.15620,101.15620,0,0
01/30/2001,102.06250,102.06250,102.06250,102.06250,0,0
01/31/2001,102.56250,102.65620,102.56250,102.65620,3,3
02/01/2001,103.75000,103.75000,103.75000,103.75000,0,3
02/02/2001,103.09380,103.09380,103.09380,103.09380,0,3
02/05/2001,103.40620,103.40620,103.40620,103.40620,0,3
02/06/2001,103.09380,103.09380,103.09380,103.09380,0,3
02/07/2001,103.09380,103.09380,103.09380,103.09380,0,3
02/08/2001,103.09380,103.09380,103.09380,103.09380,0,3
02/09/2001,103.68750,103.68750,103.68750,103.68750,0,3
02/12/2001,103.12500,103.12500,103.12500,103.12500,0,3
02/13/2001,102.93750,102.93750,102.93750,102.93750,0,3
02/14/2001,102.75000,102.75000,102.75000,102.75000,0,3
02/15/2001,101.90620,101.90620,101.90620,101.90620,0,3
02/16/2001,102.43750,102.43750,102.43750,102.43750,0,3
02/20/2001,102.53120,102.53120,102.53120,102.53120,0,3
02/21/2001,102.03120,102.03120,102.03120,102.03120,0,3
02/22/2001,101.65620,101.65620,101.65620,101.65620,0,3
02/23/2001,102.09380,102.09380,102.09380,102.09380,0,3
02/26/2001,102.59380,102.59380,102.59380,102.59380,0,3
02/27/2001,103.62500,103.84380,103.62500,103.84380,2,5
02/28/2001,104.06250,104.06250,104.06250,104.06250,0,5
03/01/2001,104.75000,104.75000,104.71880,104.71880,1,5
03/02/2001,103.56250,103.56250,103.56250,103.56250,0,5
03/05/2001,103.59380,103.59380,103.59380,103.59380,0,3
03/06/2001,103.40620,103.40620,103.40620,103.40620,0,3
03/07/2001,104.21880,104.21880,104.21880,104.21880,0,3
03/08/2001,104.40620,104.40620,104.40620,104.40620,0,3
03/09/2001,104.18750,104.18750,104.18750,104.18750,0,3
03/12/2001,104.34380,104.34380,104.34380,104.34380,0,3
03/13/2001,104.12500,104.12500,104.12500,104.12500,0,3
03/14/2001,104.71880,104.71880,104.71880,104.71880,0,3
03/15/2001,104.71880,104.71880,104.71880,104.71880,0,3
03/16/2001,105.12500,105.12500,105.12500,105.12500,0,3
03/19/2001,104.62500,104.62500,104.62500,104.62500,0,3
03/20/2001,105.03120,105.03120,105.03120,105.03120,0,3
03/21/2001,105.03120,105.03120,105.03120,105.03120,0,3
03/22/2001,105.53120,105.53120,105.53120,105.53120,0,3
03/23/2001,104.81250,104.81250,104.81250,104.81250,0,3
03/26/2001,104.06250,104.06250,104.06250,104.06250,0,3
03/27/2001,102.81250,102.81250,102.81250,102.81250,0,3
03/28/2001,102.59380,102.59380,102.59380,102.59380,0,3
03/29/2001,102.50000,102.50000,102.50000,102.50000,0,3
03/30/2001,102.75000,102.75000,102.75000,102.75000,0,3
04/02/2001,102.43750,102.43750,102.43750,102.43750,0,3
04/03/2001,102.59380,102.59380,102.59380,102.59380,0,3
04/04/2001,102.40620,102.40620,102.40620,102.40620,0,3
04/05/2001,102.12500,102.12500,102.12500,102.12500,0,3
04/06/2001,103.12500,103.12500,103.12500,103.12500,0,3
04/09/2001,102.62500,102.62500,102.62500,102.62500,0,3
04/10/2001,100.87500,100.87500,100.87500,100.87500,0,3
04/11/2001,101.06250,101.06250,101.06250,101.06250,0,3
04/12/2001,100.90620,100.90620,100.90620,100.90620,0,3
04/16/2001,99.81250,99.81250,99.81250,99.81250,0,3
04/17/2001,100.46880,100.46880,100.46880,100.46880,0,3
04/18/2001,100.40620,100.40620,100.40620,100.40620,0,3
04/19/2001,98.84380,98.84380,98.84380,98.84380,0,3
04/20/2001,98.75000,98.75000,98.75000,98.75000,0,3
04/23/2001,99.50000,99.50000,99.50000,99.50000,0,3
04/24/2001,99.25000,99.25000,99.25000,99.25000,0,3
04/25/2001,98.87500,98.87500,98.87500,98.87500,0,3
04/26/2001,99.84380,99.84380,99.84380,99.84380,0,3
04/27/2001,98.59380,98.59380,98.59380,98.59380,0,3
04/30/2001,98.84380,98.84380,98.84380,98.84380,0,3
05/01/2001,99.37500,99.37500,99.37500,99.37500,0,3
05/02/2001,99.90620,99.90620,99.90620,99.90620,0,3
05/03/2001,100.71880,100.71880,100.71880,100.71880,0,2
05/04/2001,100.21880,100.56250,100.21880,100.56250,10,12
